Book_ID,ISBN_Number,Title,Author,Description,Published_Date,Category,Publisher,Image_Path,PDF_Link
,,,,,,,,
100284,"978-0-618-00282-6","Madame Bovary",94,"A novel by Gustave Flaubert depicting the tragic life of Emma Bovary, whose desires for passion and romance lead to her downfall in provincial France.","1857-01-01",1,94,"https://cdn.kobo.com/book-images/a80e86ad-8690-4916-a2be-1a8827e376ad/1200/1200/False/madame-bovary-183.jpg"
100285,"978-0-452-28498-6","The Awkward Age",95,"A novel by Henry James exploring the complexities of relationships and social conventions among the upper-middle class in London.","1899-01-01",1,95,"https://m.media-amazon.com/images/I/71q4a0xFayL._AC_UF1000,1000_QL80_.jpg"
100286,"978-0-006-207392-8","The High Window",56,"Private investigator Philip Marlowe is hired to recover a rare coin stolen from a wealthy collector, uncovering a web of crime and deception in Los Angeles.","1942-10-06",3,56,"https://upload.wikimedia.org/wikipedia/en/thumb/2/22/RaymondChandler_TheHighWindow.jpg/220px-RaymondChandler_TheHighWindow.jpg"
100287,"978-0-618-00283-3","Three Guineas",96,"Virginia Woolf's feminist essay addressing the roots of war and the conditions necessary for peace, advocating for a new way of thinking about gender, education, and society.","1938-01-01",6,96,"https://upload.wikimedia.org/wikipedia/en/1/1c/ThreeGuineas.jpg"
100288,"978-0-452-28499-3","The Other House",97,"A novel by Henry James exploring themes of deception, adultery, and the impact of the past on the present within the context of an English country house.","1896-01-01",1,97,"https://m.media-amazon.com/images/I/71ZUQV33JZL._AC_UF1000,1000_QL80_.jpg"
100289,"978-0-006-207393-5","The Big Sleep",56,"Private investigator Philip Marlowe is hired to investigate the blackmail of a wealthy family, uncovering a series of murders and dark secrets in Los Angeles.","1939-02-06",3,56,"https://m.media-amazon.com/images/M/MV5BNWE0NjE4NjUtNjY5Ni00ZWJhLTgyYmMtY2U0OWRkNTQ0OTVkXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_.jpg"
100290,"978-0-618-00284-0","Night and Day",98,"A novel by Virginia Woolf contrasting the lives and choices of two friends, Katharine Hilbery and Mary Datchet, as they navigate love, independence, and societal expectations in Edwardian London.","1919-01-01",1,98,"https://m.media-amazon.com/images/I/71IQQyl6OWL._AC_UF1000,1000_QL80_.jpg"
100291,"978-0-452-28500-6","The Awkward Age",95,"A novel by Henry James exploring the complexities of relationships and social conventions among the upper-middle class in London.","1899-01-01",1,95,"https://sdi2.chrislands.com/sdi/978/01/40/4/9780140432978.jpg"
100292,"978-0-006-207394-2","The Long Goodbye",56,"Private investigator Philip Marlowe becomes entangled in a complex case involving friendship, betrayal, and murder in Los Angeles.","1953-03-06",3,56,"https://upload.wikimedia.org/wikipedia/en/0/0d/RaymondChandler_TheLongGoodbye.jpg"
100293,"978-0-618-00285-7","Jacob's Room",98,"A novel by Virginia Woolf following the life and inner thoughts of Jacob Flanders, exploring themes of identity, memory, and the impact of World War I on British society.","1922-01-01",1,98,"https://m.media-amazon.com/images/I/51USj5LPa8L.jpg"
100294,"978-0-452-28501-3","The Golden Bowl",82,"A novel by Henry James exploring the complexities of marriage, infidelity, and emotional entanglements through the relationships of two couples.","1904-01-01",1,82,"https://m.media-amazon.com/images/M/MV5BMDYzZWZhNmQtZWE2ZS00OWRmLWExMzktY2QwMzIwZjkyZDQ3XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_.jpg"
100295,"978-0-006-207395-9","The Big Sleep",56,"Private investigator Philip Marlowe is hired to investigate the blackmail of a wealthy family, uncovering a series of murders and dark secrets in Los Angeles.","1939-02-06",3,56,"https://m.media-amazon.com/images/I/61l7UBRSSLL._AC_UF1000,1000_QL80_.jpg"
100296,"978-0-618-00286-4","Mrs Dalloway",96,"Virginia Woolf's novel following Clarissa Dalloway as she prepares for a party in post-World War I London, exploring themes of time, memory, and the inner lives of characters.","1925-01-01",1,96,"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS2EMb4kqC5hzF-IViaGALU1uFJmlg5GkAeAw&s"
100297,"978-0-452-28502-0","The Sacred Fount",99,"A novel by Henry James exploring the mysterious dynamics of a group of friends at a country house, where the narrator becomes obsessed with uncovering the source of their vitality.","1901-01-01",1,99,"https://m.media-amazon.com/images/I/51xf6leu1lL.jpg"
100298,"978-0-006-207396-6","The Little Sister",56,"Private investigator Philip Marlowe is hired to find a missing woman in Los Angeles, leading him into a labyrinthine plot involving Hollywood and organized crime.","1949-01-01",3,56,"https://2headstogether.wordpress.com/wp-content/uploads/2012/04/the-little-sister1.jpg"
100299,"978-0-618-00287-1","Orlando",96,"Virginia Woolf's novel following the life and adventures of Orlando, who lives for centuries and undergoes a transformation from male to female, exploring themes of gender, identity, and timelessness.","1928-01-01",1,96,"https://mpd-biblio-covers.imgix.net/9781509841875.jpg"
100300,"978-0-452-28503-7","The Spoils of Poynton",93,"A novel by Henry James exploring the conflicts arising from the ownership of valuable art objects and their impact on personal relationships and morality.","1897-01-01",1,80,"https://m.media-amazon.com/images/M/MV5BMTcwNTY3MTE5N15BMl5BanBnXkFtZTcwNjY5NzIyMg@@._V1_.jpg"

